Index,Timestamp,UnixTimestamp,Elasped,Velocity,Travelled,Level1,Level2,Level3,Level4,Level5,Level6,Encoder1,Encoder2,Encoder3,Ang1,Ang2,Ang3
1,2025-09-23T09:46:00.1496245+09:00,1758588360,16.775,0.385,0.103295565,0.825,0.375,-0.338,0.000,0.900,0.113,272.000,276.000,-0.100,-1.359,-1.085,-0.900
2,2025-09-23T09:46:00.6542560+09:00,1758588360,17.279,1.142,0.21111503,0.487,0.000,-0.675,-0.337,0.975,0.000,558.000,563.000,0.000,-1.359,-1.085,-0.900
3,2025-09-23T09:46:01.0296234+09:00,1758588361,17.655,0.881,0.33816102,0.450,0.225,-0.638,-0.188,0.825,-0.188,896.000,898.000,-0.100,-1.355,-1.619,-0.372
4,2025-09-23T09:46:01.3078608+09:00,1758588361,17.933,2.011,0.45766723,0.413,0.150,-0.675,0.038,0.713,-0.450,1213.000,1216.000,-0.100,-1.355,-1.619,-0.372
5,2025-09-23T09:46:01.5082725+09:00,1758588361,18.133,2.307,0.55832386,0.300,0.225,-0.562,0.188,0.412,-0.525,1479.000,1484.000,-0.100,-1.355,-1.619,-0.372
6,2025-09-23T09:46:01.7002059+09:00,1758588361,18.325,1.117,0.6623734,0.000,0.075,-0.562,0.000,0.225,-0.525,1754.000,1760.000,-0.100,-1.355,-1.619,-0.372
7,2025-09-23T09:46:01.9170864+09:00,1758588361,18.542,2.669,0.79243535,-0.263,-0.038,-0.562,0.113,0.412,-0.637,2100.000,2104.000,-0.100,-1.355,-1.619,-0.372
8,2025-09-23T09:46:02.1350072+09:00,1758588362,18.760,1.291,0.9307911,-0.337,-0.188,-0.488,0.300,0.638,-0.750,2468.000,2470.000,-0.100,-1.342,-2.160,0.155
9,2025-09-23T09:46:02.3563325+09:00,1758588362,18.981,1.714,1.0800796,0.038,-0.038,-0.638,0.675,0.825,-0.862,2864.000,2867.000,-0.200,-1.342,-2.160,0.155
10,2025-09-23T09:46:02.5132221+09:00,1758588362,19.138,3.660,1.1931769,0.225,-0.375,-0.488,0.562,0.787,-0.900,3164.000,3166.000,-0.200,-1.342,-2.160,0.155
11,2025-09-23T09:46:02.6549442+09:00,1758588362,19.280,1.799,1.2953415,0.225,-0.750,-0.488,0.262,0.825,-1.162,3437.000,3437.000,-0.200,-1.342,-2.160,0.155
12,2025-09-23T09:46:02.8103804+09:00,1758588362,19.435,1.936,1.4125857,0.487,-0.150,-0.525,0.075,1.013,-0.975,3744.000,3750.000,-0.200,-1.342,-2.160,0.155
13,2025-09-23T09:46:02.9650929+09:00,1758588362,19.590,3.821,1.5309609,0.525,-0.338,-0.450,-0.113,0.900,-1.050,4057.000,4066.000,-0.100,-1.342,-2.160,0.155
14,2025-09-23T09:46:03.1193707+09:00,1758588363,19.744,1.999,1.6493361,0.413,-0.413,-0.450,0.450,0.900,-1.050,4372.000,4378.000,-0.200,-1.342,-2.160,0.155
15,2025-09-23T09:46:03.2600300+09:00,1758588363,19.885,1.626,1.7560246,0.375,-0.450,-0.562,-0.262,0.900,-0.900,4655.000,4662.000,-0.200,-1.349,-1.655,-0.350
16,2025-09-23T09:46:03.4001734+09:00,1758588363,20.025,3.512,1.8619591,0.225,-0.225,-0.638,0.113,0.787,-0.900,4934.000,4944.000,-0.200,-1.349,-1.655,-0.350
17,2025-09-23T09:46:03.5426828+09:00,1758588363,20.168,1.861,1.9633697,0.038,0.000,-0.375,-0.750,1.088,-1.237,5202.000,5215.000,-0.300,-1.349,-1.655,-0.350
18,2025-09-23T09:46:03.7449577+09:00,1758588363,20.370,1.503,2.1051185,-0.300,-0.113,-0.450,0.038,1.238,-1.500,5577.000,5592.000,-0.400,-1.349,-1.655,-0.350
19,2025-09-23T09:46:03.9468409+09:00,1758588363,20.572,3.091,2.2355573,-0.188,-0.263,-0.188,0.562,1.125,-1.688,5927.000,5935.000,-0.400,-1.349,-1.655,-0.350
20,2025-09-23T09:46:04.1497826+09:00,1758588364,20.775,2.719,2.3509166,0.112,0.075,-0.338,-0.113,1.162,-1.500,6231.000,6243.000,-0.400,-1.349,-1.655,-0.350
21,2025-09-23T09:46:04.3541318+09:00,1758588364,20.979,1.042,2.4542122,0.112,-0.150,-0.450,-0.075,1.200,-1.275,6504.000,6517.000,-0.400,-1.364,0.153,-2.181
22,2025-09-23T09:46:04.6370189+09:00,1758588364,21.262,1.092,2.5748494,-0.075,-0.413,-0.450,-0.150,1.200,-1.425,6823.000,6838.000,-0.400,-1.364,0.153,-2.181
23,2025-09-23T09:46:04.9764670+09:00,1758588364,21.602,1.503,2.6853077,-0.075,-0.562,-0.150,0.825,1.238,-1.350,7118.000,7129.000,-0.400,-1.364,0.153,-2.181
24,2025-09-23T09:46:05.4787440+09:00,1758588365,22.104,0.757,2.7927501,0.075,-0.750,-0.300,-0.337,1.200,-1.350,7403.000,7415.000,-0.400,-1.369,1.239,-3.263
25,2025-09-23T09:46:06.2911098+09:00,1758588366,22.916,0.658,2.894538,0.112,-0.375,-0.450,0.488,1.013,-0.938,7670.000,7687.000,-0.400,-1.369,1.239,-3.263
26,2025-09-23T09:46:06.8231197+09:00,1758588366,23.448,0.459,2.9985874,-0.263,-0.413,-0.525,0.637,0.975,-0.712,7946.000,7962.000,-0.400,-1.359,0.183,-2.212
27,2025-09-23T09:46:07.2008158+09:00,1758588367,23.826,1.104,3.099621,-0.450,-0.713,-0.338,0.375,1.013,-0.525,8215.000,8230.000,-0.500,-1.359,0.183,-2.212
28,2025-09-23T09:46:07.5388814+09:00,1758588367,24.164,1.477,3.2070634,-0.337,-0.413,-0.375,-0.113,1.162,-0.525,8500.000,8514.000,-0.500,-1.359,0.183,-2.212
29,2025-09-23T09:46:07.8833584+09:00,1758588367,24.508,1.812,3.3307166,-0.112,0.150,-0.525,0.600,1.238,-0.637,8827.000,8844.000,-0.500,-1.342,-1.253,-0.765
30,2025-09-23T09:46:08.1541236+09:00,1758588368,24.779,0.819,3.435897,0.000,0.225,-0.188,0.225,1.162,-0.487,9108.000,9120.000,-0.500,-1.342,-1.253,-0.765
31,2025-09-23T09:46:08.4489438+09:00,1758588368,25.074,1.043,3.557665,0.075,0.000,-0.562,0.675,1.200,-0.562,9431.000,9445.000,-0.500,-1.342,-1.253,-0.765
32,2025-09-23T09:46:08.7440347+09:00,1758588368,25.369,2.072,3.6813183,0.263,0.075,-0.375,0.188,1.312,-0.450,9758.000,9772.000,-0.500,-1.339,-1.145,-0.885
33,2025-09-23T09:46:09.0069456+09:00,1758588369,25.632,1.936,3.7929077,0.525,0.188,-0.488,-0.113,1.425,-0.637,10052.000,10070.000,-0.500,-1.339,-1.145,-0.885
34,2025-09-23T09:46:09.2758074+09:00,1758588369,25.901,1.961,3.903366,0.487,0.188,-0.675,0.225,1.613,-0.375,10346.000,10363.000,-0.500,-1.339,-1.145,-0.885
35,2025-09-23T09:46:09.5598922+09:00,1758588369,26.185,0.993,4.018348,1.013,0.825,-0.525,0.675,1.763,-0.150,10651.000,10668.000,-0.400,-1.339,-1.145,-0.885
36,2025-09-23T09:46:09.8677461+09:00,1758588369,26.493,0.981,4.1371007,0.825,0.188,-0.713,0.488,1.988,-0.300,10965.000,10984.000,-0.400,-1.340,-0.504,-1.526
37,2025-09-23T09:46:10.1969184+09:00,1758588370,26.822,0.769,4.2584915,0.975,0.412,-0.750,0.975,2.100,0.000,11284.000,11309.000,-0.400,-1.340,-0.504,-1.526
38,2025-09-23T09:46:10.5414924+09:00,1758588370,27.167,0.757,4.381014,0.900,0.375,-0.750,0.300,2.287,0.038,11611.000,11633.000,-0.300,-1.340,-0.504,-1.526
39,2025-09-23T09:46:10.8852711+09:00,1758588370,27.510,0.794,4.4944882,0.975,0.225,-1.013,0.488,2.475,0.113,11910.000,11935.000,-0.300,-1.340,-0.504,-1.526
40,2025-09-23T09:46:11.2467279+09:00,1758588371,27.872,1.352,4.6053233,0.825,0.412,-0.900,0.488,2.513,0.263,12205.000,12228.000,-0.300,-1.343,-0.218,-1.809
41,2025-09-23T09:46:11.6634359+09:00,1758588371,28.289,0.670,4.722191,1.088,0.525,-1.200,0.375,2.550,0.113,12513.000,12541.000,-0.300,-1.343,-0.218,-1.809
42,2025-09-23T09:46:12.0558161+09:00,1758588372,28.681,0.558,4.82624,1.200,0.225,-1.125,0.450,2.700,0.150,12789.000,12817.000,-0.300,-1.343,-0.218,-1.809
43,2025-09-23T09:46:12.4631675+09:00,1758588372,29.088,1.055,4.928405,1.237,0.262,-0.938,0.863,2.850,0.150,13058.000,13088.000,-0.300,-1.341,-0.149,-1.872
44,2025-09-23T09:46:12.9455981+09:00,1758588372,29.571,0.944,5.041879,1.200,0.037,-1.125,0.637,2.888,0.225,13361.000,13389.000,-0.300,-1.341,-0.149,-1.872
45,2025-09-23T09:46:13.4158197+09:00,1758588373,30.041,0.583,5.1500754,1.237,0.337,-0.825,0.863,2.738,0.150,13647.000,13677.000,-0.200,-1.338,-0.298,-1.721
46,2025-09-23T09:46:13.8370355+09:00,1758588373,30.462,1.142,5.255256,1.350,0.262,-1.463,0.675,2.738,0.488,13924.000,13957.000,-0.200,-1.338,-0.298,-1.721
47,2025-09-23T09:46:14.1966020+09:00,1758588374,30.822,0.744,5.3566666,1.163,0.412,-1.088,0.938,2.700,0.638,14192.000,14226.000,-0.200,-1.338,-0.298,-1.721
48,2025-09-23T09:46:14.5245314+09:00,1758588374,31.150,1.255,5.4584546,1.163,0.337,-1.200,0.750,2.550,0.525,14463.000,14497.000,-0.200,-1.336,-0.721,-1.287
49,2025-09-23T09:46:14.8832922+09:00,1758588374,31.508,1.588,5.5772066,1.200,0.375,-1.238,0.675,2.513,0.488,14778.000,14811.000,-0.200,-1.336,-0.721,-1.287
50,2025-09-23T09:46:15.2270609+09:00,1758588375,31.852,0.708,5.699352,1.050,0.225,-0.900,1.163,2.475,0.000,15100.000,15137.000,-0.200,-1.336,-0.721,-1.287
51,2025-09-23T09:46:15.4937144+09:00,1758588375,32.119,0.955,5.8022704,0.825,-0.113,-0.863,0.675,2.400,-0.112,15375.000,15408.000,-0.200,-1.334,-0.955,-1.057
52,2025-09-23T09:46:15.8071114+09:00,1758588375,32.432,1.068,5.9312015,0.600,-0.150,-1.088,1.725,2.138,-0.075,15716.000,15750.000,-0.200,-1.334,-0.955,-1.057
53,2025-09-23T09:46:16.1029789+09:00,1758588376,32.728,1.030,6.0541005,0.638,-0.113,-0.938,1.688,1.875,-0.112,16042.000,16076.000,-0.100,-1.334,-0.955,-1.057
54,2025-09-23T09:46:16.3827385+09:00,1758588376,33.008,1.886,6.1687055,0.525,-0.113,-0.825,0.975,1.613,0.038,16344.000,16382.000,-0.100,-1.334,-0.955,-1.057
55,2025-09-23T09:46:16.6345818+09:00,1758588376,33.260,1.663,6.2701163,0.862,0.225,-0.525,1.725,1.425,-0.075,16615.000,16650.000,0.000,-1.335,-0.778,-1.218
56,2025-09-23T09:46:16.9300423+09:00,1758588376,33.555,1.006,6.3854756,1.388,0.787,-0.450,1.050,1.162,0.000,16921.000,16957.000,0.000,-1.335,-0.778,-1.218
57,2025-09-23T09:46:17.2114022+09:00,1758588377,33.837,0.919,6.489148,1.875,0.975,-0.375,2.100,1.125,-0.262,17197.000,17231.000,0.000,-1.335,-0.778,-1.218
58,2025-09-23T09:46:17.4949109+09:00,1758588377,34.120,1.775,6.5909357,1.875,1.050,-0.188,1.425,0.825,-0.188,17465.000,17502.000,0.100,-1.335,-0.778,-1.218
59,2025-09-23T09:46:17.8022425+09:00,1758588377,34.427,0.832,6.695362,1.950,0.975,0.037,0.825,0.787,-0.112,17741.000,17780.000,0.100,-1.343,-0.291,-1.701
60,2025-09-23T09:46:18.1504252+09:00,1758588378,34.776,1.576,6.8050666,1.650,0.750,-0.150,1.387,0.900,-0.112,18031.000,18073.000,0.100,-1.343,-0.291,-1.701
61,2025-09-23T09:46:18.5071276+09:00,1758588378,35.132,0.782,6.911755,1.612,0.637,0.037,0.413,0.787,0.038,18312.000,18356.000,0.100,-1.343,-0.291,-1.701
62,2025-09-23T09:46:18.9162322+09:00,1758588378,35.541,1.316,7.0233445,1.838,0.825,-0.150,1.988,0.750,-0.075,18609.000,18652.000,0.100,-1.353,-0.150,-1.830
63,2025-09-23T09:46:19.3054340+09:00,1758588379,35.931,0.534,7.1266403,1.575,0.862,0.037,0.188,0.638,-0.112,18882.000,18926.000,0.100,-1.353,-0.150,-1.830
64,2025-09-23T09:46:19.7271931+09:00,1758588379,36.352,0.683,7.2412453,1.088,0.337,0.337,0.675,0.562,-0.300,19185.000,19232.000,0.200,-1.353,-0.150,-1.830
65,2025-09-23T09:46:20.0974228+09:00,1758588380,36.723,0.608,7.345672,0.975,-0.038,0.300,0.300,0.600,-0.562,19463.000,19509.000,0.100,-1.353,-0.404,-1.565
66,2025-09-23T09:46:20.5057513+09:00,1758588380,37.131,1.303,7.4636703,0.713,-0.038,0.300,-1.050,0.375,-0.862,19775.000,19823.000,0.100,-1.353,-0.404,-1.565
67,2025-09-23T09:46:20.8673593+09:00,1758588380,37.492,1.452,7.5669656,0.450,-0.038,0.487,-1.275,0.338,-0.862,20046.000,20098.000,0.100,-1.353,-0.404,-1.565
68,2025-09-23T09:46:21.2432639+09:00,1758588381,37.868,0.695,7.6695075,0.525,-0.188,0.450,-0.262,0.037,-0.938,20319.000,20371.000,0.200,-1.358,-0.556,-1.415
69,2025-09-23T09:46:21.6643265+09:00,1758588381,38.289,1.253,7.7837358,0.188,-0.562,0.525,-1.312,-0.037,-1.312,20623.000,20673.000,0.200,-1.358,-0.556,-1.415
70,2025-09-23T09:46:22.0704189+09:00,1758588382,38.696,1.266,7.8994718,0.263,-0.600,0.712,-0.863,0.000,-1.350,20930.000,20978.000,0.200,-1.358,-0.556,-1.415
71,2025-09-23T09:46:22.4261840+09:00,1758588382,39.051,1.279,8.002013,0.413,-0.375,0.862,-1.050,-0.150,-1.425,21201.000,21252.000,0.200,-1.362,-0.541,-1.423
72,2025-09-23T09:46:22.8369501+09:00,1758588382,39.462,0.733,8.121897,0.300,-0.375,1.087,-1.387,-0.225,-1.350,21518.000,21570.000,0.200,-1.362,-0.541,-1.423
73,2025-09-23T09:46:23.2252403+09:00,1758588383,39.850,1.291,8.240649,0.000,-0.788,0.787,-0.900,-0.450,-1.500,21836.000,21883.000,0.200,-1.374,-0.628,-1.334
74,2025-09-23T09:46:23.5713686+09:00,1758588383,40.196,0.856,8.355631,-0.075,-0.750,1.012,-1.238,-0.637,-1.612,22141.000,22188.000,0.200,-1.374,-0.628,-1.334
75,2025-09-23T09:46:23.8979041+09:00,1758588383,40.523,0.720,8.46722,-0.075,-0.413,1.050,-1.125,-0.787,-1.425,22437.000,22484.000,0.200,-1.374,-0.628,-1.334
76,2025-09-23T09:46:24.1960296+09:00,1758588384,40.821,0.956,8.572401,-0.075,-0.263,1.012,-1.312,-0.825,-1.425,22715.000,22764.000,0.200,-1.374,-0.628,-1.334
77,2025-09-23T09:46:24.4766596+09:00,1758588384,41.102,0.807,8.676451,-0.975,-0.750,1.050,-1.238,-0.600,-1.425,22988.000,23042.000,0.200,-1.376,-0.755,-1.208
78,2025-09-23T09:46:24.7557462+09:00,1758588384,41.381,1.824,8.780123,-0.975,-0.825,1.012,-1.087,-0.637,-1.500,23262.000,23318.000,0.100,-1.376,-0.755,-1.208
79,2025-09-23T09:46:25.0379998+09:00,1758588385,41.663,1.924,8.88832,-0.450,-0.638,0.712,-1.012,-0.600,-1.350,23551.000,23605.000,0.100,-1.376,-0.755,-1.208
80,2025-09-23T09:46:25.3008763+09:00,1758588385,41.926,1.751,8.989353,-0.263,-0.263,0.975,-1.238,-0.562,-1.237,23817.000,23874.000,0.000,-1.376,-0.755,-1.208
81,2025-09-23T09:46:25.6348030+09:00,1758588385,42.260,0.794,9.114138,-0.263,-0.338,1.050,-0.863,-0.675,-1.500,24149.000,24204.000,0.000,-1.384,-0.677,-1.287
82,2025-09-23T09:46:25.9307247+09:00,1758588385,42.556,1.663,9.219695,-0.075,-0.413,1.050,-0.637,-0.675,-1.312,24429.000,24485.000,0.000,-1.384,-0.677,-1.287
83,2025-09-23T09:46:26.2841829+09:00,1758588386,42.909,0.856,9.339201,0.000,-0.225,1.200,-1.012,-0.750,-1.462,24747.000,24801.000,-0.100,-1.384,-0.677,-1.287
84,2025-09-23T09:46:26.6468080+09:00,1758588386,43.272,0.819,9.453806,0.112,-0.375,1.162,-0.675,-0.787,-1.500,25048.000,25107.000,-0.100,-1.399,-0.269,-1.707
85,2025-09-23T09:46:26.9884058+09:00,1758588386,43.614,0.658,9.556348,0.525,0.037,0.825,-0.525,-1.012,-1.500,25320.000,25378.000,0.000,-1.399,-0.269,-1.707
86,2025-09-23T09:46:27.3926948+09:00,1758588387,44.018,1.229,9.667937,1.050,0.262,0.525,-0.262,-0.938,-1.500,25617.000,25674.000,0.000,-1.399,-0.269,-1.707
87,2025-09-23T09:46:27.8055995+09:00,1758588387,44.431,0.583,9.77915,0.788,0.637,0.337,-0.562,-0.825,-1.537,25912.000,25968.000,0.000,-1.411,-0.200,-1.770
88,2025-09-23T09:46:28.2245183+09:00,1758588388,44.850,1.353,9.893755,1.200,0.787,0.487,-0.262,-0.525,-1.650,26214.000,26275.000,0.000,-1.411,-0.200,-1.770
89,2025-09-23T09:46:28.5812758+09:00,1758588388,45.206,0.645,10.002328,2.062,1.200,0.337,0.038,-0.450,-1.650,26500.000,26564.000,0.000,-1.411,-0.200,-1.770
90,2025-09-23T09:46:28.9252936+09:00,1758588388,45.550,1.503,10.118065,2.213,1.537,-0.188,0.000,-0.450,-1.800,26806.000,26873.000,0.000,-1.428,-0.635,-1.322
91,2025-09-23T09:46:29.2406815+09:00,1758588389,45.866,1.391,10.228146,2.663,1.500,-0.150,0.300,-0.412,-1.725,27099.000,27165.000,0.000,-1.428,-0.635,-1.322
92,2025-09-23T09:46:29.5248214+09:00,1758588389,46.150,1.650,10.338227,2.737,1.575,-0.638,0.225,-0.600,-1.875,27389.000,27458.000,0.100,-1.428,-0.635,-1.322
93,2025-09-23T09:46:29.7885566+09:00,1758588389,46.414,1.837,10.445292,2.663,1.387,-0.750,0.938,-0.600,-2.287,27673.000,27743.000,0.100,-1.428,-0.635,-1.322
94,2025-09-23T09:46:30.0516623+09:00,1758588390,46.677,1.676,10.554243,2.775,1.162,-0.938,0.075,-0.375,-2.287,27958.000,28034.000,0.100,-1.437,-0.966,-0.983
95,2025-09-23T09:46:30.3316699+09:00,1758588390,46.957,0.968,10.66621,3.000,0.938,-1.275,0.788,-0.225,-2.250,28256.000,28330.000,0.100,-1.437,-0.966,-0.983
96,2025-09-23T09:46:30.6149786+09:00,1758588390,47.240,1.836,10.774029,2.963,0.712,-1.763,0.600,-0.375,-2.325,28547.000,28613.000,0.100,-1.437,-0.966,-0.983
97,2025-09-23T09:46:30.8803637+09:00,1758588390,47.505,1.774,10.875816,2.737,-0.225,-1.875,0.375,-0.375,-4.350,28815.000,28884.000,0.100,-1.437,-0.966,-0.983
98,2025-09-23T09:46:31.1770160+09:00,1758588391,47.802,1.726,10.983259,2.175,-0.938,-2.438,0.413,0.638,-4.762,29099.000,29170.000,0.100,-1.470,-0.489,-1.448
99,2025-09-23T09:46:31.5031305+09:00,1758588391,48.128,1.426,11.097864,2.963,-0.600,-2.438,0.188,0.338,-4.650,29403.000,29474.000,0.100,-1.470,-0.489,-1.448
100,2025-09-23T09:46:31.8171178+09:00,1758588391,48.442,1.365,11.205307,2.588,-0.788,-2.513,-0.262,0.000,-4.762,29688.000,29758.000,0.100,-1.470,-0.489,-1.448
101,2025-09-23T09:46:32.1628981+09:00,1758588392,48.788,1.514,11.321043,2.325,-0.788,-2.250,0.413,-0.375,-4.762,29994.000,30067.000,0.100,-1.514,-0.310,-1.593
102,2025-09-23T09:46:32.5059157+09:00,1758588392,49.131,0.757,11.439041,2.138,-1.088,-1.838,0.450,-0.938,-4.650,30303.000,30384.000,0.000,-1.514,-0.310,-1.593
103,2025-09-23T09:46:32.8615678+09:00,1758588392,49.487,0.745,11.559679,1.763,-1.350,-1.800,0.038,-1.312,-4.762,30625.000,30702.000,0.000,-1.514,-0.310,-1.593
104,2025-09-23T09:46:33.2049223+09:00,1758588393,49.830,0.695,11.678054,1.838,-0.938,-1.312,-0.375,-1.575,-5.025,30940.000,31014.000,-0.100,-1.514,-0.310,-1.593
105,2025-09-23T09:46:33.4915312+09:00,1758588393,50.117,0.757,11.778334,1.838,-0.975,-1.013,-0.300,-1.800,-5.062,31204.000,31283.000,-0.100,-1.543,-0.492,-1.373
106,2025-09-23T09:46:33.8020465+09:00,1758588393,50.427,1.749,11.88653,1.388,-0.975,-0.638,0.225,-2.512,-5.137,31490.000,31570.000,-0.100,-1.543,-0.492,-1.373
107,2025-09-23T09:46:34.1618853+09:00,1758588394,50.787,1.688,12.00679,1.200,-0.938,-0.075,0.075,-2.812,-4.987,31810.000,31888.000,-0.200,-1.543,-0.492,-1.373
108,2025-09-23T09:46:34.5379134+09:00,1758588394,51.163,0.832,12.129689,0.675,-1.125,-0.075,0.188,-3.600,-4.425,32137.000,32215.000,-0.200,-1.581,-0.432,-1.405
109,2025-09-23T09:46:34.8765104+09:00,1758588394,51.502,1.476,12.239017,1.350,-0.225,0.188,0.038,-4.200,-4.275,32424.000,32506.000,-0.200,-1.581,-0.432,-1.405
110,2025-09-23T09:46:35.2234380+09:00,1758588395,51.849,1.266,12.347213,1.612,0.450,0.450,-0.637,-4.537,-4.087,32711.000,32795.000,-0.200,-1.581,-0.432,-1.405
111,2025-09-23T09:46:35.5790980+09:00,1758588395,52.204,1.577,12.457671,1.463,0.637,0.300,-0.750,-4.537,-4.012,33002.000,33088.000,-0.200,-1.611,-0.377,-1.436
112,2025-09-23T09:46:35.9264725+09:00,1758588395,52.552,0.808,12.565114,1.838,0.637,0.337,-0.525,-4.762,-4.012,33284.000,33376.000,-0.200,-1.611,-0.377,-1.436
113,2025-09-23T09:46:36.2841258+09:00,1758588396,52.909,0.645,12.671426,2.175,1.012,0.450,-0.525,-4.912,-3.862,33566.000,33658.000,-0.200,-1.611,-0.377,-1.436
114,2025-09-23T09:46:36.6924816+09:00,1758588396,53.318,0.608,12.791308,2.062,1.350,0.900,-0.337,-5.062,-3.900,33887.000,33975.000,-0.300,-1.649,-0.407,-1.383
115,2025-09-23T09:46:37.0552488+09:00,1758588397,53.680,0.608,12.900636,1.875,1.350,0.975,-1.275,-5.438,-3.787,34174.000,34267.000,-0.200,-1.649,-0.407,-1.383
116,2025-09-23T09:46:37.4247013+09:00,1758588397,54.050,0.757,13.013734,1.838,1.237,0.712,-0.938,-5.887,-3.637,34472.000,34569.000,-0.300,-1.649,-0.407,-1.383
117,2025-09-23T09:46:37.7670796+09:00,1758588397,54.392,0.732,13.119668,1.650,1.312,1.200,-0.712,-6.037,-3.900,34754.000,34849.000,-0.300,-1.688,-0.532,-1.249
118,2025-09-23T09:46:38.1145564+09:00,1758588398,54.740,0.820,13.234273,1.237,0.862,0.712,-1.200,-6.300,-3.787,35056.000,35154.000,-0.300,-1.688,-0.532,-1.249
119,2025-09-23T09:46:38.4549863+09:00,1758588398,55.080,0.707,13.351518,1.088,1.125,0.712,-1.913,-6.525,-3.825,35367.000,35467.000,-0.300,-1.688,-0.532,-1.249
120,2025-09-23T09:46:38.7867165+09:00,1758588398,55.412,0.732,13.467254,0.862,0.975,1.162,-1.613,-6.600,-3.975,35672.000,35774.000,-0.400,-1.688,-0.532,-1.249
121,2025-09-23T09:46:39.1119933+09:00,1758588399,55.737,0.694,13.576581,0.525,0.750,0.712,-2.100,-6.487,-4.537,35961.000,36066.000,-0.500,-1.726,-0.685,-1.090
122,2025-09-23T09:46:39.4751525+09:00,1758588399,56.100,1.638,13.69571,0.713,0.450,0.862,-1.200,-6.750,-4.800,36276.000,36383.000,-0.500,-1.726,-0.685,-1.090
123,2025-09-23T09:46:39.8001040+09:00,1758588399,56.425,1.303,13.798629,0.375,0.188,0.600,-2.025,-6.938,-4.725,36548.000,36657.000,-0.500,-1.726,-0.685,-1.090
124,2025-09-23T09:46:40.1276743+09:00,1758588400,56.753,1.240,13.898909,0.263,-0.150,0.600,-1.837,-7.012,-4.987,36816.000,36920.000,-0.500,-1.785,-0.394,-1.386
125,2025-09-23T09:46:40.4730088+09:00,1758588400,57.098,1.514,14.003712,0.413,-0.263,0.637,-1.688,-7.050,-5.325,37092.000,37200.000,-0.600,-1.785,-0.394,-1.386
126,2025-09-23T09:46:40.8311908+09:00,1758588400,57.456,1.501,14.109647,0.300,0.000,0.262,-1.800,-7.125,-5.550,37373.000,37483.000,-0.600,-1.785,-0.394,-1.386
127,2025-09-23T09:46:41.1863668+09:00,1758588401,57.811,0.621,14.215958,0.112,-0.338,0.487,-2.288,-7.275,-5.850,37655.000,37764.000,-0.600,-1.840,-0.406,-1.372
128,2025-09-23T09:46:41.5494676+09:00,1758588401,58.175,1.427,14.327925,0.075,-0.975,0.525,-1.875,-7.275,-6.750,37950.000,38062.000,-0.700,-1.840,-0.406,-1.372
129,2025-09-23T09:46:41.8935485+09:00,1758588401,58.519,1.316,14.43499,-0.300,-1.088,0.600,-1.387,-7.463,-6.825,38233.000,38348.000,-0.700,-1.840,-0.406,-1.372
130,2025-09-23T09:46:42.2363088+09:00,1758588402,58.861,0.781,14.541302,-0.150,-0.788,0.337,-1.238,-7.838,-6.675,38516.000,38629.000,-0.700,-1.895,-0.547,-1.246
131,2025-09-23T09:46:42.5946821+09:00,1758588402,59.220,1.638,14.656283,-0.375,-0.788,0.450,-1.800,-7.838,-6.938,38819.000,38936.000,-0.700,-1.895,-0.547,-1.246
132,2025-09-23T09:46:42.9222729+09:00,1758588402,59.547,1.539,14.764857,-0.487,-0.788,0.450,-0.488,-8.062,-6.975,39106.000,39224.000,-0.700,-1.895,-0.547,-1.246
133,2025-09-23T09:46:43.2509687+09:00,1758588403,59.876,1.403,14.874185,0.112,-0.375,0.450,-1.762,-8.062,-6.900,39396.000,39515.000,-0.800,-1.895,-0.547,-1.246
134,2025-09-23T09:46:43.5808285+09:00,1758588403,60.206,0.670,14.98125,0.375,-0.225,0.525,-1.087,-8.100,-6.825,39681.000,39799.000,-0.800,-1.944,-0.628,-1.163
135,2025-09-23T09:46:43.9377264+09:00,1758588403,60.563,0.807,15.095856,0.900,0.262,0.487,-1.087,-8.100,-6.900,39982.000,40105.000,-0.800,-1.944,-0.628,-1.163
136,2025-09-23T09:46:44.2672954+09:00,1758588404,60.892,0.670,15.198774,1.275,0.750,0.487,-1.012,-8.213,-7.012,40255.000,40379.000,-0.900,-1.944,-0.628,-1.163
137,2025-09-23T09:46:44.6111261+09:00,1758588404,61.236,1.414,15.304332,1.237,0.600,0.487,-1.200,-8.362,-6.975,40536.000,40657.000,-0.900,-1.998,-0.447,-1.348
138,2025-09-23T09:46:44.9541232+09:00,1758588404,61.579,1.403,15.413659,1.463,0.787,0.412,-1.200,-8.287,-7.087,40824.000,40949.000,-0.900,-1.998,-0.447,-1.348
139,2025-09-23T09:46:45.3140701+09:00,1758588405,61.939,0.831,15.528264,1.500,0.938,0.337,-1.500,-8.250,-6.938,41126.000,41255.000,-0.900,-1.998,-0.447,-1.348
140,2025-09-23T09:46:45.6917985+09:00,1758588405,62.317,0.831,15.648901,1.463,0.862,0.112,-0.562,-8.475,-6.712,41444.000,41577.000,-0.800,-2.051,-0.528,-1.265
141,2025-09-23T09:46:46.0463260+09:00,1758588406,62.671,1.540,15.764638,1.200,0.600,0.487,-1.125,-8.475,-6.525,41750.000,41885.000,-0.800,-2.051,-0.528,-1.265
142,2025-09-23T09:46:46.3747738+09:00,1758588406,63.000,1.539,15.873588,1.088,0.525,0.337,-1.012,-8.588,-6.600,42036.000,42176.000,-0.800,-2.051,-0.528,-1.265
